0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
1.0,-0.5789624811995907,-0.33421881724947494,0.01590409775306829,-0.015904097753068322,0.01058293211503694,-0.010582932115036907,-0.023519795858861783,0.025276149042113626,0.006860656941604621,-0.02096052026606416,0.013788283293337577,-0.014011350833965123,-0.0031465753159070848,0.006574569466260674,0.01143883865438015,0.011438838654380121,-0.0049180211416423175,0.021354393704095722,0.006415875761147209,-0.007715249120279636,-0.019694539482227574,-0.01384983741350147,-0.01969544608391158,0.004726380225411324,0.00935599721284542,0.00471552479155438,-0.025707679611860042,-0.01725376770677865,-0.025715824581489844,-0.020840324258510085,0.00020317845493969335,-0.020754247558492266
-0.5789624811995907,1.0,-0.5749674999742035,0.013704590450959057,-0.013704590450959057,-0.012534483276709616,0.012534483276709595,0.0332397791008227,-0.008526348000579793,-0.010887300170399782,-0.010407155520526559,-0.01416657452991411,0.014854205789141067,0.00016548817445500113,0.004029552969932728,-0.01996403312610557,4.000808241709935e-05,-0.007728917073351581,-0.0038619508296663086,0.004369903732678014,0.010211168815755274,0.03534358814948819,0.030069774153456786,0.035345330547101365,-0.010711931422054892,0.0022084823662369833,-0.010716252032929195,0.02210975821763362,0.0030585494094480937,0.022129220392462828,0.023115148360986687,0.011915307294577264,0.023092998535653584
-0.33421881724947494,-0.5749674999742035,1.0,-0.03180074436835445,0.03180074436835451,0.0038694723646104452,-0.003869472364610415,-0.014821784658708734,-0.015507739293196385,0.0057005961746246945,0.033063051246382834,0.0025396165182331736,-0.003110633161514696,0.0029661727071991005,-0.011255221761930164,0.011598671625485302,-0.011524676910171222,0.013869160093149317,-0.016964144782434697,-0.011489401764143502,-0.004061482997075178,-0.02109214493965164,-0.020860896249980897,-0.021093249296477035,0.007639545272938455,-0.011941239283427704,0.007655432619499623,0.00023923967481536253,0.013778004798881251,0.0002249158485816651,-0.005807126842507175,-0.013977188820234644,-0.005867897734005257
0.01590409775306829,0.013704590450959057,-0.03180074436835445,1.0,-1.0,0.009053833834823086,-0.009053833834823052,-0.03256618235561478,0.014198352766054502,0.015723949217042982,0.005854267116752945,-0.01299736759533598,0.0004063623827554124,0.01011504413481158,0.0030838471967113905,0.006466096698391413,-0.027709890079575666,-0.007421866557414917,-0.014681276764908088,-0.010463265794050219,-0.011946701810324749,-0.028137759970383657,-0.008102142069417404,-0.028141025757988047,-0.021234537433984117,-0.002504604260650952,-0.021233682116846647,0.026507878167859395,-0.00562338075164249,0.026510474604275802,-0.03179859351239811,-0.004492863111126148,-0.03175106502924482
-0.015904097753068322,-0.013704590450959057,0.03180074436835451,-1.0,1.0,-0.00905383383482312,0.009053833834823128,0.03256618235561479,-0.014198352766054557,-0.015723949217042933,-0.00585426711675298,0.012997367595335962,-0.0004063623827554142,-0.010115044134811594,-0.0030838471967113462,-0.0064660966983913735,0.027709890079575694,0.007421866557414928,0.014681276764908059,0.010463265794050125,0.011946701810324787,0.028137759970383727,0.008102142069417438,0.028141025757987968,0.021234537433984166,0.0025046042606509454,0.021233682116846637,-0.026507878167859426,0.005623380751642467,-0.026510474604275833,0.03179859351239818,0.004492863111126155,0.031751065029244824
0.01058293211503694,-0.012534483276709616,0.0038694723646104452,0.009053833834823086,-0.00905383383482312,1.0,-0.9999999999999999,0.0041424704649412015,-0.02311018955290906,-0.007373915386798028,0.031989435859494944,0.013842422153493307,-0.0019770789167682947,-0.016570764559977587,0.01281899789652404,-0.010674968391394627,-0.01067496839139462,0.030075489112257516,0.006649730571872321,-0.014384283845967892,-0.9545081600549072,-0.002059473086678079,0.0017353528401749553,-0.002055803549267592,-0.023328120785289255,0.005916371154221046,-0.02333242351352309,-0.005524279706761581,-0.009176073570549618,-0.005522088315834097,-0.004115824872955452,0.007524634937884985,-0.004164904009561976
-0.010582932115036907,0.012534483276709595,-0.003869472364610415,-0.009053833834823052,0.009053833834823128,-0.9999999999999999,1.0,-0.004142470464941189,0.023110189552909003,0.007373915386797983,-0.031989435859494854,-0.01384242215349332,0.001977078916768294,0.01657076455997758,-0.012818997896524043,0.01067496839139461,0.010674968391394625,-0.030075489112257582,-0.006649730571872362,0.014384283845967813,0.9545081600549071,0.0020594730866781083,-0.001735352840174934,0.0020558035492676454,0.02332812078528923,-0.005916371154221039,0.02333242351352306,0.005524279706761566,0.0091760735705496,0.005522088315834091,0.004115824872955444,-0.007524634937884989,0.004164904009561982
-0.023519795858861783,0.0332397791008227,-0.014821784658708734,-0.03256618235561478,0.03256618235561479,0.0041424704649412015,-0.004142470464941189,1.0,-0.37807487080680197,-0.27358874730095395,-0.19864438480288496,-0.116843601966967,-0.07096111112015398,-0.041965859497883576,-0.025894767345759254,-0.010145580317281171,-0.010145580317281164,-0.0051367112808123495,0.004827170270197894,-0.023188696664277312,-0.006828809826735445,0.0015571277055197463,0.02064994335127449,0.0015639634401407336,0.012737099158437303,-0.014014401650787375,0.012747267467689803,0.023313229942132724,-0.017423101980681803,0.02333063244843548,0.016411222060224228,-0.0034732087391007916,0.016445031468357574
0.025276149042113626,-0.008526348000579793,-0.015507739293196385,0.014198352766054502,-0.014198352766054557,-0.02311018955290906,0.023110189552909003,-0.37807487080680197,1.0,-0.4021203025057106,-0.2919671985636464,-0.17173653899269775,-0.10429852744779952,-0.06168135306251433,-0.03806008756250983,-0.014911957697563025,-0.014911957697562999,0.014320490684639683,0.008866427810601488,-0.0012333206393605044,0.01704701357037082,0.003593196106214919,-0.00247343069125473,0.0035889174623118243,0.007336801495723418,0.014440364218162588,0.007340529297436886,-0.010850695960505145,0.015692345729062213,-0.01086621100014099,-0.01073861787493934,0.023741623818592867,-0.010697816151497988
0.006860656941604621,-0.010887300170399782,0.0057005961746246945,0.015723949217042982,-0.015723949217042933,-0.007373915386798028,0.007373915386797983,-0.27358874730095395,-0.4021203025057106,1.0,-0.21127809932867903,-0.12427481484963188,-0.0754742133717718,-0.044634873722735294,-0.027541665639324486,-0.010790835734665485,-0.010790835734665489,0.011537790285380935,-0.01828742683173091,0.01678256686512719,0.010385281229304821,-0.023638516926759615,-0.023465771249453822,-0.023633344884826695,-0.01223646885316188,-0.01215070812188782,-0.012243606899167023,-0.020850620984094445,0.01237734023477816,-0.020862185949098177,0.010829987766570463,-0.015484436795456896,0.010807882026870984
