0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1.0,-0.18368841067523795,-0.21066659764038953,-0.272210132477908,0.2813253322302161,0.2918910699930508,0.03494033168978808,-0.3238424230934749,-0.12335373232359674,0.12335373232359674,-0.01584947191020203,0.01584947191020207,-0.1563965273218086,0.030262184176899888,0.08954486167455669,0.10337707289392999,0.12385497622715304,0.0884988561901098,0.002574149681172107,-0.13684715060894825,-0.39005078161702483,0.3900507816170248,0.20246850227371563,0.16684439536348503
-0.18368841067523795,1.0,-0.33630758892343,-0.43455552213570886,0.01926809220872995,0.23696481936208527,0.19079389538440072,-0.3319441479944582,-0.1268367272373789,0.12683672723737882,-0.03244083990130292,0.03244083990130296,-0.24102543416617653,0.04162445505284987,0.17015452063427847,0.058955679395036195,0.14768684324706505,0.08982315341373838,0.008095027838581572,-0.15635348173913927,-0.020342781502179202,0.020342781502179125,-0.09655765914500812,0.05687001505588351
-0.21066659764038953,-0.33630758892343,1.0,-0.49837838433926407,-0.06448621255628367,-0.11406828705998791,0.1883367262888071,-0.06594398562452831,-0.0392483303890421,0.03924833038904221,-0.04792306263606491,0.047923062636064995,-0.13391793975087388,0.05250244355070451,0.08720308704171129,-0.039695150870457496,0.005860605526493062,0.07215065955535506,0.0700313360476994,-0.1196272598554335,0.07140347025435269,-0.07140347025435256,-0.12316376731766787,-0.007171267567003968
-0.272210132477908,-0.43455552213570886,-0.49837838433926407,1.0,-0.13264351474711886,-0.280447367142044,-0.3583632665472086,0.5471136486606232,0.221713165151711,-0.22171316515171116,0.08170655347654322,-0.08170655347654329,0.42717980544614303,-0.10277105768236028,-0.2818318696467231,-0.07855182050475441,-0.20925591467159388,-0.19845013111830181,-0.07284797030186536,0.3292426520072266,0.1949725744158597,-0.19497257441585958,0.06973263080774231,-0.1461779043775015
0.2813253322302161,0.01926809220872995,-0.06448621255628367,-0.13264351474711886,1.0,-0.06505569798535245,-0.09832834949044905,-0.2196009039670303,-0.05114978157754927,0.05114978157754923,0.02740491471848693,-0.027404914718486915,-0.10504321550542776,0.04669343757449046,0.036884036298921306,0.06521214369112513,0.11493288382815248,0.05678625238212496,-0.00766480156484044,-0.09940924480818235,-0.1636847708026297,0.16368477080262947,0.1082837329788643,0.08880074986699125
0.2918910699930508,0.23696481936208527,-0.11406828705998791,-0.280447367142044,-0.06505569798535245,1.0,-0.20775124849581886,-0.46397973937711945,-0.10860210194914542,0.10860210194914527,-0.017259609354373734,0.017259609354373824,-0.21302055710743073,0.07190868257757116,0.11624009459443113,0.05802917675523758,0.16513246413523677,0.12834077191582074,-0.027847783232584886,-0.16143809530365996,-0.22938001758164697,0.22938001758164703,0.012452882776331014,0.11967949508554179
0.03494033168978808,0.19079389538440072,0.1883367262888071,-0.3583632665472086,-0.09832834949044905,-0.20775124849581886,1.0,-0.7012815692213913,-0.11421498240236563,0.11421498240236555,-0.004332394148967285,0.0043323941489672845,-0.2587270720207002,0.07884034203080477,0.17309548947672054,-0.017233386093636543,0.07418611670682519,0.12422910702621036,0.03500760909768115,-0.1642414145831462,-0.005792460739198311,0.005792460739198312,-0.04751966953194741,0.06954312893805742
-0.3238424230934749,-0.3319441479944582,-0.06594398562452831,0.5471136486606232,-0.2196009039670303,-0.46397973937711945,-0.7012815692213913,1.0,0.19031575212688356,-0.19031575212688367,0.005757983486644749,-0.005757983486644822,0.40528655522626367,-0.13330226612338697,-0.24192944670958463,-0.04647770375435145,-0.21535922101140645,-0.214232663758952,-0.009324838498273902,0.28622076207581976,0.21550987730275545,-0.21550987730275523,-0.004567178023220612,-0.17179845663595952
-0.12335373232359674,-0.1268367272373789,-0.0392483303890421,0.221713165151711,-0.05114978157754927,-0.10860210194914542,-0.11421498240236563,0.19031575212688356,1.0,-1.0000000000000002,0.06983721900172242,-0.06983721900172253,0.028710919608563645,0.09468653423065539,-0.10654896406696403,-0.0288601704369923,-0.09612758437929599,-0.10093490435405005,-0.0810995615744905,0.20180015774190527,0.0602434875546782,-0.060243487554678024,0.1395428249359555,-0.07391709051517324
0.12335373232359674,0.12683672723737882,0.03924833038904221,-0.22171316515171116,0.05114978157754923,0.10860210194914527,0.11421498240236555,-0.19031575212688367,-1.0000000000000002,1.0,-0.06983721900172256,0.06983721900172261,-0.028710919608563663,-0.09468653423065541,0.1065489640669639,0.02886017043699227,0.0961275843792959,0.10093490435404999,0.08109956157449053,-0.20180015774190535,-0.06024348755467822,0.06024348755467808,-0.13954282493595552,0.07391709051517327
-0.01584947191020203,-0.03244083990130292,-0.04792306263606491,0.08170655347654322,0.02740491471848693,-0.017259609354373734,-0.004332394148967285,0.005757983486644749,0.06983721900172242,-0.06983721900172256,1.0,-1.0,0.00610246301271808,0.02950954080643322,-0.046582175700052096,0.04947899175735268,-0.06826042910307634,-0.0015851417645324508,-0.03433236622522768,0.07116064456501349,0.0018284974536037042,-0.0018284974536037022,0.0398804894747598,-0.09731560099375203
0.01584947191020207,0.03244083990130296,0.047923062636064995,-0.08170655347654329,-0.027404914718486915,0.017259609354373824,0.0043323941489672845,-0.005757983486644822,-0.06983721900172253,0.06983721900172261,-1.0,1.0,-0.006102463012718221,-0.02950954080643321,0.04658217570005215,-0.04947899175735266,0.06826042910307639,0.0015851417645325085,0.03433236622522774,-0.07116064456501353,-0.0018284974536037447,0.001828497453603743,-0.03988048947475989,0.097315600993752
-0.1563965273218086,-0.24102543416617653,-0.13391793975087388,0.42717980544614303,-0.10504321550542776,-0.21302055710743073,-0.2587270720207002,0.40528655522626367,0.028710919608563645,-0.028710919608563663,0.00610246301271808,-0.006102463012718221,1.0,-0.4129216842901654,-0.5262902405422313,-0.0886036477879167,-0.1640581080495094,-0.15917720098964486,-0.06725261425251347,0.2699869010473322,0.10944169565308061,-0.10944169565308075,0.18720468060885653,0.0031803919431571495
0.030262184176899888,0.04162445505284987,0.05250244355070451,-0.10277105768236028,0.04669343757449046,0.07190868257757116,0.07884034203080477,-0.13330226612338697,0.09468653423065539,-0.09468653423065541,0.02950954080643322,-0.02950954080643321,-0.4129216842901654,1.0,-0.5168746988406667,-0.08701849329256033,0.014736159387372333,0.0369166866386451,-0.011049818388727886,-0.02509396946483346,-0.02604795775801829,0.026047957758018332,-0.0005104458374551145,0.026639096948204176
0.08954486167455669,0.17015452063427847,0.08720308704171129,-0.2818318696467231,0.036884036298921306,0.11624009459443113,0.17309548947672054,-0.24192944670958463,-0.10654896406696403,0.1065489640669639,-0.046582175700052096,0.04658217570005215,-0.5262902405422313,-0.5168746988406667,1.0,-0.11090961194080078,0.12647408104400576,0.11507409127067557,0.08181803332106476,-0.22992861911065202,-0.056770089051119216,0.0567700890511193,-0.16514454068934506,-0.017596322055894266
0.10337707289392999,0.058955679395036195,-0.039695150870457496,-0.07855182050475441,0.06521214369112513,0.05802917675523758,-0.017233386093636543,-0.04647770375435145,-0.0288601704369923,0.02886017043699227,0.04947899175735268,-0.04947899175735266,-0.0886036477879167,-0.08701849329256033,-0.11090961194080078,1.0,0.047184028006272846,-0.0027593006870453075,-0.03226210652918761,0.004691530357799868,-0.07737440934247705,0.07737440934247712,-0.03294352245235462,-0.036613385254390236
0.12385497622715304,0.14768684324706505,0.005860605526493062,-0.20925591467159388,0.11493288382815248,0.16513246413523677,0.07418611670682519,-0.21535922101140645,-0.09612758437929599,0.0961275843792959,-0.06826042910307634,0.06826042910307639,-0.1640581080495094,0.014736159387372333,0.12647408104400576,0.047184028006272846,1.0,-0.13292380718406638,-0.19925076449309626,-0.28845944928838635,-0.1784845566739286,0.17848455667392854,-0.11284691702990078,-0.001748856531555299
