0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1.0,0.01997089782199982,-0.0972680374227042,-0.23486418618470564,0.0989075391177558,-0.038567276310607426,0.8549090605430986,0.018550426030818863,-0.1051782752487825,-0.25077542611703973,0.09550780305912494,-0.04541505616141804,0.3753297993853605,-0.02067633878682251,-0.027218222921649795,0.00439086794685017,0.03926917462408411,0.012219711285744653,0.2681151557167261,-0.014381395166814947,-0.015349606780148402,-0.00603091239443676,0.038188754671254155,0.002350899448960729,0.04382409426524754,0.03136823163267904,0.045816032010262,0.018315920504712518,0.023078195568859,0.028863506839414868,0.027742177042508923,0.0218594720348926
0.01997089782199982,1.0,0.06827545901551299,-0.010015891090723995,0.09961126067002926,0.02523019288269996,0.007856282844420442,0.9301486227663208,0.08778245379356331,-0.029061138199409475,0.09739625989274522,0.040112655618544345,0.07380997931879142,0.318506452722456,0.0489503062073888,0.04367197121821264,-0.0057727449672055646,0.0005275238282959361,0.05187180192949406,0.2607538293591281,0.051964243623065856,0.04704946059267733,-0.002244895595184647,0.002483341809098631,-0.042715193258687965,0.007793797657453435,-0.04923707826248939,0.007252927258473238,-0.028363561715890773,0.003105149812825741,-0.045743892743803416,0.006597733724469618
-0.0972680374227042,0.06827545901551299,1.0,0.05496010844871207,0.0486102944841812,0.1417797574034231,-0.09765337681347203,0.04552119846344047,0.885375499594587,0.049103124556399154,0.04565808006835875,0.1128002041752402,-0.02853467999225061,-0.03189671775086695,0.2842258557008053,0.01901318636966332,0.007064964708438288,0.019579549540294616,-0.01756400038121436,-0.03266684747870891,0.18612821551594252,0.024219470785392622,0.008964723514215253,-0.0015337254803487594,0.0005882843880733191,0.0380504354718916,-0.00047436485106862976,0.03576557759654468,0.0026013112338313248,-0.002186958166286033,0.008217932162598612,-0.00105893293704886
-0.23486418618470564,-0.010015891090723995,0.05496010844871207,1.0,-0.14281240751436655,0.0017786675688769467,-0.24266940424889408,-0.006973485262912361,0.062560114258992,0.8601045650398293,-0.12842799594954782,-0.0058152239252931125,-0.02066087889584269,-0.03286749392618565,-0.018641184119595016,0.3588734811664696,-0.03778462700641373,-0.008011053464886281,-0.013863416636802637,-0.036239752204662995,-0.005259877729865865,0.26051066492000297,-0.031709128230468564,-0.02119525439364973,-0.0026636073159127895,-0.08757407285320572,-0.01710708115292186,-0.07438289687561563,0.0013038449695424092,-0.09148511133185115,-0.010297545637908691,-0.06846708759041699
0.0989075391177558,0.09961126067002926,0.0486102944841812,-0.14281240751436655,1.0,0.07549089846134842,0.10705007841105563,0.0975491309208712,0.043996748337752294,-0.1324395951731187,0.9427847839503057,0.09940958324094165,-0.01330599382817936,-0.018987081955235588,0.005352172718252971,-0.06984289098955727,0.28169268533516933,0.07951380343411392,-0.011169703192769834,-0.024657232437490656,-0.00846507092945109,-0.054430877278092905,0.22831831347195708,0.07018150305780169,-0.007471066571244135,-0.007798268252112818,-0.007617374743904123,-0.013133265597206617,0.001591525827109078,0.013417110580731157,0.006410095125416533,0.002859241072412458
-0.038567276310607426,0.02523019288269996,0.1417797574034231,0.0017786675688769467,0.07549089846134842,1.0,-0.03981226597033292,0.022404909149595087,0.11240460436506854,-0.001447376331701399,0.07306789766566293,0.8783625335943582,-0.009946368957004955,-0.00390895144777909,0.03952139619240587,0.012972396896756574,-0.05506184760840555,0.22291707079137862,-0.0028839457947038823,-0.009487647122367006,0.023073031698169523,0.008442929057966389,-0.05068762297696867,0.1422088237712336,0.047640780315496976,0.0013953860809569018,0.03534124872159888,-0.007378716487508798,0.0024030054571092517,0.010762361393525172,0.015084619343842908,0.01449700503744376
0.8549090605430986,0.007856282844420442,-0.09765337681347203,-0.24266940424889408,0.10705007841105563,-0.03981226597033292,1.0,-0.008165162116116263,-0.11608352054078877,-0.25627274456101223,0.1095091982814508,-0.04127807114005199,0.24026430347368988,-0.017059247705351947,-0.03880931736378301,-0.011335347893617329,0.042231455019540606,0.0034484418298824505,0.3687056507596508,-0.03131980317604708,-0.042118352793819376,-0.018212391340144293,0.03751003480778736,-0.007419539842450075,0.05135321613257171,0.0391074466399572,0.052119221240841104,0.029441647352549838,0.021757901938528883,0.021031076782791987,0.028137932999680006,0.015409031554460897
0.018550426030818863,0.9301486227663208,0.04552119846344047,-0.006973485262912361,0.0975491309208712,0.022404909149595087,-0.008165162116116263,1.0,0.07762390145440091,-0.023655603302102274,0.09994560137666379,0.04296238336316973,0.06557041436734577,0.24343110442021895,0.0341967568733339,0.044704929299169076,-0.0019787098370349352,0.005595714400290991,0.03885927441055871,0.3196619255511078,0.044186681153408215,0.04439978960918303,0.004265306326595706,0.010368514025193946,-0.04965318067083445,0.006866998516862037,-0.05616963375781374,0.005553462454436173,-0.02958217905623696,0.0039038191698857485,-0.044044057128237,0.004374820886058097
-0.1051782752487825,0.08778245379356331,0.885375499594587,0.062560114258992,0.043996748337752294,0.11240460436506854,-0.11608352054078877,0.07762390145440091,1.0,0.0503342558211439,0.04174734700750463,0.10424051214572522,-0.0329344548841317,-0.03791872392231078,0.22182467818610643,0.01690479331947031,0.012954495903781586,0.002843743389008854,-0.03341696622129658,-0.028395663611181933,0.2878944974604959,0.015743801113439336,0.01104857196425956,-0.010769573292921353,0.0032480949347687086,0.02502369241863579,0.01851187072449543,0.029809601280255515,0.01756281344485986,-0.003137041644700675,0.020031924450055368,-0.0004976653487231217
-0.25077542611703973,-0.029061138199409475,0.049103124556399154,0.8601045650398293,-0.1324395951731187,-0.001447376331701399,-0.25627274456101223,-0.023655603302102274,0.0503342558211439,1.0,-0.11119087476350345,0.008840240169371183,-0.025375421631283326,-0.049532296707544776,-0.021886835733915342,0.24219761464209336,-0.036544382063911376,-0.006110577718681187,-0.022186725743027245,-0.05010773573544602,-0.01301020142171795,0.3643574633248313,-0.017938768303486338,-0.0027177932836141287,0.0077484088942007204,-0.0885885579055465,-0.010856418097109043,-0.07622183852955784,0.008140253934074509,-0.09163811102802971,-0.00585916356301554,-0.07571098162668866
