0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
1.0,0.9189758014863989,0.8591344957067024,0.8016899268610566,0.7525760180017589,0.7018251616910699,0.6638286974410924,0.5957274972965089,0.5410127324790468,0.4952726053899589,0.46502939869102977,0.4389514032302679,0.4132993233513731,0.38388633806720757,0.3426759012854609,0.32948597260189,0.30489911423766586,0.2544467365447326,0.24203819970009238,0.2620782240145392,0.27675591079695677,0.3227617952815833,0.33190779473733506,0.3438763012142683,0.5053150121255203,0.6804580486984352,-0.006805133710201071,-0.0004436302116876313,-0.0030368546177663974,-0.005077419815775571,-0.011937289709897075,-0.02131720353268129,-0.039541107209367383,-0.08238502194163105,-0.14438488866813418,-0.19546532693995775,-0.23188308501017416,-0.24605727990771448,-0.2535028360659503,-0.25305230397072626,-0.251449971249792,-0.24915604512977682,-0.24896923899155754,-0.24125462239252715,-0.2320609192886632,-0.22423358723530323,-0.21507253031714843,-0.2102103997308268,-0.20537972654413547,-0.19788576621167067,-0.23727286270171535,-0.16352847962895192,-0.03708147287147584,0.13357673251421506,0.18571358439433805,0.3842780970600523,-0.22426258125200257,-0.018212810015148264,0.07713403332761808,0.2093888162995154,0.3901656763632589,-0.17942429412682126,-0.12002993353031065,0.12157807181006562,0.208414440720005,0.319684810257017,-0.1469094881857138,0.09526064505237043,0.14766581879600654,-0.116262436295489,-0.1120674995694952,0.09146621178483087
0.9189758014863989,1.0,0.9246154015977118,0.8507389486075245,0.801421754938124,0.7462324096591393,0.7088132870442427,0.6407430367849488,0.5750873525855472,0.5216388438199017,0.4837898743012241,0.45942175230870685,0.4270565185440294,0.3923980197122221,0.34883511752292373,0.3362633850669689,0.31046839617454425,0.25671258025057553,0.2373991309431674,0.25119325811854903,0.2610445600441408,0.3110681387819778,0.32192769302416024,0.33625978730362904,0.5156276009637237,0.7021117725815113,-0.03290263120949975,-0.025163561153462417,-0.02568679954399593,-0.029134066564933128,-0.037569422009957276,-0.047767887691211805,-0.06676534193208915,-0.1108794961200151,-0.17558415373423467,-0.22783802027789082,-0.2665140345638821,-0.2813954464217015,-0.2900093798885836,-0.2875535807777156,-0.28566158084316723,-0.28322668968706044,-0.28377315084228444,-0.2756340783105067,-0.26655226477358995,-0.25865114745587364,-0.249912532890776,-0.24485102070089526,-0.23951561838932564,-0.2318884015983333,-0.2695896796848155,-0.19584420712390677,-0.057028521184526844,0.13251426758913118,0.18518148537013576,0.3529564899194648,-0.23308740543788836,-0.04128701336331918,0.08509409163253315,0.2234669160741987,0.3837381816630863,-0.19732084353578597,-0.1353598445411819,0.1125165511387016,0.217508541304998,0.3210612846186054,-0.16609718234643475,0.09238856137203014,0.140948762480074,-0.1053159006828846,-0.10209618163777917,0.10230322282218834
0.8591344957067024,0.9246154015977118,1.0,0.9165179514758713,0.8459856667257938,0.7849733405438509,0.7458250043229482,0.6732178138160584,0.6064490206733157,0.5558623661715052,0.5126611696480478,0.4888007909285131,0.4632908859291986,0.427935207046671,0.38616172804430854,0.35947694313891376,0.3275356576654266,0.2645939252212572,0.23901978092575982,0.2547298056522746,0.26321068748725185,0.3166505218638638,0.3306518521161088,0.3461799063596731,0.5334287403432403,0.7289525484696618,-0.06536786968902003,-0.05517514128937386,-0.052335201697919234,-0.053689455980531986,-0.06249104310337539,-0.07294230620479336,-0.09260529777361494,-0.13941888802522742,-0.20561992792102052,-0.25943056949754906,-0.29692481221111067,-0.3122035592676122,-0.3203843694815081,-0.31776720871753883,-0.3180663769755262,-0.31834532854177,-0.3190585140036944,-0.3108674252012111,-0.3004717373171811,-0.2904608494532205,-0.28062312282944984,-0.274963516483434,-0.2689610780876592,-0.26153028005507867,-0.30288096571314305,-0.2274305720975013,-0.08590200102205944,0.12854319928057806,0.19458003471990507,0.35234259680573526,-0.2368262386153964,-0.06422142573905701,0.08058715391295687,0.24202946711024048,0.38759274760111423,-0.2142211956547639,-0.15747714466256088,0.10034885662704672,0.24686588042380064,0.3337705897881634,-0.18700512509476666,0.0803304184480903,0.1268548962684739,-0.08707096162409551,-0.11356990089550342,0.09708252672410095
0.8016899268610566,0.8507389486075245,0.9165179514758713,1.0,0.9135178725698033,0.8455780235653592,0.7884959507015867,0.7073791336266042,0.6248092545842986,0.5686331303163172,0.5255656015712644,0.5029819966353678,0.47756234602035824,0.44056641758901066,0.3967646393670179,0.36195519980818186,0.32283635241619996,0.25693435299874257,0.2376097255425135,0.25732503301073006,0.2668472398648592,0.31419560684319797,0.33124945329336336,0.34567545633772767,0.5311428502084732,0.7368182763872559,-0.0933688152839729,-0.08323593658012139,-0.07580882628896704,-0.07572405488488822,-0.08318267407903868,-0.09353018317524568,-0.11413584387717247,-0.163589395341138,-0.23237706875041833,-0.28576922164095303,-0.32364886672495985,-0.33921286630389513,-0.3469473650987326,-0.3447770368936681,-0.34473073173039326,-0.3444245108992387,-0.34443968221555704,-0.3341842387963675,-0.32210712590043156,-0.3115608170302157,-0.3004549622082625,-0.29414058263541687,-0.28651408760768265,-0.27929033759647076,-0.33131650384908823,-0.25230796133862743,-0.10284611516525084,0.13255826498528464,0.1956643813116917,0.3324024019270889,-0.25533951182052417,-0.08036571020120108,0.08153222789927354,0.24554885657148465,0.3760500413591737,-0.23645938096782376,-0.17280177749645773,0.10007001011355418,0.2616733258461283,0.3317839260047106,-0.20792364386847678,0.0742291666172367,0.12186810632047583,-0.08703417923241161,-0.10671877422715902,0.10261461905490767
0.7525760180017589,0.801421754938124,0.8459856667257938,0.9135178725698033,1.0,0.914250346678959,0.8353143043153662,0.73457057277562,0.6279987743154715,0.5640218590065724,0.5225941518323326,0.5003255037907437,0.4797094245536134,0.4375410307558488,0.3896921791462112,0.35700984083726783,0.3130626776573485,0.2399600768821683,0.21900075381714004,0.23633886650669295,0.24634992988785764,0.2913412299287158,0.30962379584831484,0.33000870906888957,0.5226673314543528,0.7252595514091983,-0.11851929430693764,-0.10875099323318241,-0.10213989510463684,-0.10080335107874874,-0.10501194890614458,-0.11440825732989232,-0.13697513386180316,-0.18833018695877357,-0.2572878402780954,-0.3105800871281897,-0.3460384044440934,-0.3589015308376479,-0.3665517353918012,-0.3670497200632246,-0.3666666912083124,-0.366420117758086,-0.36525142721831627,-0.3536908382736096,-0.3416833268904628,-0.33128793436430143,-0.3197557998618208,-0.3124825957643596,-0.30399320319437345,-0.2967454959786466,-0.35247156256440765,-0.2749594403685801,-0.12097236758556087,0.14005751349802728,0.16648165629869927,0.3054778808573637,-0.24821636337470734,-0.10173602490126217,0.08983874682908936,0.23201072184888946,0.36233139515755614,-0.2417034229123197,-0.17456025278168102,0.10150676923237423,0.25455616125422165,0.3218135852715431,-0.21517430969268625,0.07083953546524159,0.11068153009787349,-0.06945677067959556,-0.09892138634296181,0.12345544534595201
0.7018251616910699,0.7462324096591393,0.7849733405438509,0.8455780235653592,0.914250346678959,1.0,0.9033424600833361,0.7567999423460087,0.6483526861706801,0.5807851304324091,0.5350119202902174,0.5050464883656811,0.47959603824374186,0.4423857574392915,0.39798114050659,0.36727819457883454,0.31596953791631543,0.24491410777932474,0.22256882102692843,0.24451780407973556,0.2513262388103307,0.29672289995738976,0.31779822026805205,0.3423555715858659,0.5254345238573775,0.7242489940383711,-0.12823141764411625,-0.1179221473371142,-0.11216713518924708,-0.11010649127791106,-0.11275542583326922,-0.1198424068241712,-0.14328591500597548,-0.19570682624388755,-0.265326868590836,-0.319671473896821,-0.3552423303763097,-0.3686020600893199,-0.37703783175354216,-0.37766852131479917,-0.3789087168338641,-0.38192522193571476,-0.38129345039062323,-0.36992153111466014,-0.3548719390375307,-0.34223489376104044,-0.32936400035027386,-0.320776491004807,-0.31023932833960133,-0.3020933286846909,-0.364125677479191,-0.2851706772587048,-0.12530949973765765,0.12847698389413326,0.15256528555487503,0.2956304253855965,-0.25719375964935126,-0.10839046559748795,0.08075744075444999,0.23163468123296072,0.3478536503668228,-0.2512897969336125,-0.1833554446092117,0.09451786250745829,0.2470700835678,0.3140109428212506,-0.22532009244362355,0.05831683891196259,0.10066497178191025,-0.07250832220416577,-0.09345203535701865,0.11658090243103286
0.6638286974410924,0.7088132870442427,0.7458250043229482,0.7884959507015867,0.8353143043153662,0.9033424600833361,1.0,0.8526825309850689,0.7059748957463409,0.6161198507281465,0.5645348764987952,0.5222164020016282,0.4842081170537496,0.4450637866382518,0.40404616190313236,0.3743296505792782,0.3317349665524451,0.269549762233473,0.2529482211621063,0.26029228595220144,0.26501028419809436,0.30402311997284653,0.3268115321913476,0.3483292415719006,0.5327104981640495,0.7315021906814786,-0.08511670410202525,-0.0765682506823045,-0.07090480134850062,-0.06887494207284064,-0.07076745063794118,-0.07601813933400325,-0.09463505540280769,-0.1465578908480086,-0.21750061987583746,-0.27364089813024445,-0.3127030257303059,-0.3266580675559842,-0.3371261638696549,-0.3395152448902676,-0.34148241523334966,-0.3439641136417796,-0.3424478394780479,-0.3302243850347026,-0.31274556040018386,-0.3000563643470907,-0.28768375187466366,-0.2804002629677808,-0.27051546147819366,-0.26293114731018596,-0.32159261972798103,-0.24169787921745814,-0.09100235883614768,0.13739791048050196,0.137562191099753,0.29320101780514374,-0.23778039755027905,-0.07550073594038392,0.07977525453003122,0.20086802206703516,0.3335083928523592,-0.2175835924429498,-0.14054848831871622,0.08507535422380291,0.21238402363650455,0.30707794603555166,-0.18651873751332124,0.07448024077771999,0.11142062532000122,-0.08762233837972935,-0.09340060589447009,0.10898013889299757
0.5957274972965089,0.6407430367849488,0.6732178138160584,0.7073791336266042,0.73457057277562,0.7567999423460087,0.8526825309850689,1.0,0.8509656566012319,0.6865659774610623,0.5872343857352917,0.5215411335930762,0.467163420802736,0.41847792590133687,0.3773865623502146,0.3546894783840714,0.32546048557472024,0.2997142134872162,0.301373863304429,0.2888569998759656,0.2835946535119962,0.30554267201300467,0.31567892316710283,0.32869914062332345,0.522036063993762,0.7130187707681857,0.04861037791601309,0.05440789516509133,0.058350693098263275,0.059528636296944826,0.05700178572928019,0.05170761617154681,0.04215490231173386,0.008574522678564615,-0.05653299612682794,-0.11136918457411242,-0.15006827835851447,-0.16588448554626728,-0.1775502478146912,-0.18035498911818162,-0.1819831105297471,-0.18311760284653755,-0.17867479912919573,-0.16428716229412113,-0.14853796582883103,-0.1396958699865925,-0.13108618994200613,-0.12798960561714698,-0.12252608977365077,-0.11881186180052693,-0.1591444792559658,-0.08558391644080512,0.03144007743610095,0.12893286884153288,0.08325014334193397,0.2645815403119913,-0.18338520196153166,0.028634042207904418,0.09192023756464515,0.10320968098707557,0.26599587904790284,-0.11750934084358496,-0.026268956486051497,0.07424885627540499,0.1077279934931751,0.23141220691160247,-0.07391234556838033,0.12477338576672582,0.14081062187401472,-0.14204962226868081,-0.09851375720167514,0.07346623143002692
0.5410127324790468,0.5750873525855472,0.6064490206733157,0.6248092545842986,0.6279987743154715,0.6483526861706801,0.7059748957463409,0.8509656566012319,1.0,0.8328282386861998,0.6901144792359578,0.5854973987962745,0.52233188297535,0.45909831629171405,0.41463421199003025,0.38592655409066146,0.3637769919671742,0.34018463721938236,0.32761527948552227,0.3184320870202538,0.2996624995828761,0.31389483627942516,0.3144216621058425,0.3214117801150202,0.5523323642058177,0.7169047726703828,0.04025464713327801,0.04359106683502901,0.045442283037043285,0.04620280401363644,0.043214416725072466,0.03750547768392725,0.03113065029071275,0.013744157845299197,-0.03148119491885437,-0.07606732399551361,-0.1107140618019343,-0.12511583285137678,-0.13582493484130131,-0.13869612416251598,-0.14041614708925293,-0.14181131941054523,-0.1391089194105635,-0.12806932217595005,-0.11803564198509474,-0.11474441144232074,-0.1093706308448791,-0.10856569937973405,-0.10717884591304326,-0.10447817934116788,-0.1255944287608813,-0.06657591198917871,0.0215676117015446,0.044588770607509834,0.10271757365396449,0.20785024288006615,-0.1683890332003559,0.01831884331809028,0.03873986362863135,0.11210388416908446,0.19323006058334385,-0.11390086058278048,-0.046307388230376334,0.03452520972557266,0.1012699638735076,0.16088586927633286,-0.08032450364237721,0.06434814033383862,0.0828225183685878,-0.12391292612044591,-0.0603110261918295,0.01974233636262638
0.4952726053899589,0.5216388438199017,0.5558623661715052,0.5686331303163172,0.5640218590065724,0.5807851304324091,0.6161198507281465,0.6865659774610623,0.8328282386861998,1.0,0.8645851947849948,0.7355807938240075,0.6567979248659688,0.593671012653997,0.5361133026338439,0.4999149584256795,0.45910308745307116,0.401572943997333,0.36385553538263815,0.35649878902587717,0.34226363381978503,0.3633671369214426,0.3577270361445684,0.3647458316216623,0.6411105526399302,0.7611775849247422,-0.07860247532524327,-0.07388843329535937,-0.0719555984903459,-0.06974750785880274,-0.06996877178099428,-0.07283614631512385,-0.08014106713739504,-0.0971578875483868,-0.12619388279277766,-0.15951224459235858,-0.1878840656750821,-0.20266093887399775,-0.2108749282752324,-0.2133510241755426,-0.21886592235778804,-0.2239271587755965,-0.2254601413231563,-0.2221391353299779,-0.21785780190992748,-0.21310104663932866,-0.20674205160637918,-0.2045282397244809,-0.20156851118293675,-0.19567126170899957,-0.2125038154278421,-0.16653840057958288,-0.10268823447202909,-0.03218624967997522,0.16437566883236654,0.19475240083346712,-0.1964733604184779,-0.0752669904061694,-0.05143964689044185,0.19536754427429817,0.17536271023463795,-0.19547308162190655,-0.15162894717082073,-0.019407656817819887,0.19303697997871194,0.14987440068108415,-0.1778515177367854,-0.05753444571133368,-0.018024576974425166,-0.053239547047024036,-0.05038784590120612,-0.03692073513857849
