0,1,2,3,4,5,6,7,8,9,10
1.0,-1.0,-0.05656025132264464,-0.08929082359283444,-0.10043643468863886,0.027496175113162852,-0.08233223627321437,-0.08033624435349428,0.08912103433263126,0.0937992625931226,0.0034038110788561686
-1.0,1.0,0.0565602513226447,0.08929082359283436,0.10043643468863872,-0.02749617511316283,0.08233223627321448,0.08033624435349433,-0.08912103433263133,-0.09379926259312257,-0.0034038110788561097
-0.05656025132264464,0.0565602513226447,1.0,0.011762651873270797,0.007529137608846043,0.08042461233880235,-0.08688275859871657,-0.019909857441246803,-0.18746125549227102,-0.26592435801862596,-0.21608903068548635
-0.08929082359283444,0.08929082359283436,0.011762651873270797,1.0,0.8746179297733355,0.20666879563235235,0.2140647397393571,0.23783132263422818,-0.008099351596629577,-0.2222504125434528,-0.20615945008770037
-0.10043643468863886,0.10043643468863872,0.007529137608846043,0.8746179297733355,1.0,0.23493870658125623,0.23389405285350529,0.25754397950069674,-0.00013874359472565128,-0.22853057671368737,-0.20000395128018347
0.027496175113162852,-0.02749617511316283,0.08042461233880235,0.20666879563235235,0.23493870658125623,1.0,0.12567995086767308,0.16719589782818683,-0.02851436725797376,-0.1654528686417186,-0.23395969525816723
-0.08233223627321437,0.08233223627321448,-0.08688275859871657,0.2140647397393571,0.23389405285350529,0.12567995086767308,1.0,0.7919656848536132,-0.04251819598774844,-0.029741676572270823,-0.0023741083230414137
-0.08033624435349428,0.08033624435349433,-0.019909857441246803,0.23783132263422818,0.25754397950069674,0.16719589782818683,0.7919656848536132,1.0,-0.02564536960346718,-0.0852903005114789,-0.07002376789550123
0.08912103433263126,-0.08912103433263133,-0.18746125549227102,-0.008099351596629577,-0.00013874359472565128,-0.02851436725797376,-0.04251819598774844,-0.02564536960346718,1.0,0.7840533319200674,0.23390385632972374
0.0937992625931226,-0.09379926259312257,-0.26592435801862596,-0.2222504125434528,-0.22853057671368737,-0.1654528686417186,-0.029741676572270823,-0.0852903005114789,0.7840533319200674,1.0,0.6863218257052613
0.0034038110788561686,-0.0034038110788561097,-0.21608903068548635,-0.20615945008770037,-0.20000395128018347,-0.23395969525816723,-0.0023741083230414137,-0.07002376789550123,0.23390385632972374,0.6863218257052613,1.0
