0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
1.0,0.23268312668948887,0.2618169355274936,0.022219153480669128,0.18555985149535542,0.44678895834679244,0.4232227640727215,0.381463939604167,0.20221436671743218,0.2605331972801376,0.1837697052869387,-0.10515523214582163,0.6428579846582965,-0.11316860240611229,0.9115464976431178,0.4151694804746051,0.2768382865841178,-0.1183323718624928,-0.11421930088446537,0.11426144169213945,0.23453763227244462,0.23043834325707926,0.1717934781540811,-0.010447506730910829,0.138769178059156,0.05429833459939906,0.918928000054392,0.011153680769542706,0.03660179753888113,0.25949838180927376,-0.03509050504069894,0.23244717396463566,0.3117749312005323,0.13780631635291887,0.03348501136207485,0.30563754022841955,0.1014227542024848,0.056801858572801386,0.48976528433931527,0.08693767929136528,0.33962656022383336
0.23268312668948887,1.0,0.06764898284027127,-0.09436575041930233,-0.18609547563626477,0.3511827702063027,-0.260476724614293,-0.30008167328859536,0.15076608203463962,0.19282580429661295,-0.14181002534661466,-0.19238504313067978,0.04337838566831324,0.3109276398562886,0.1153251847106926,0.1196433585833393,0.49112912871541053,0.4447038443285461,-0.03352151409257239,0.1260762127532293,0.32096152602327943,-0.2573006240835231,-0.21598878461461143,-0.005466635306647852,-0.006008000794055833,-0.1424244124030186,0.020384034312481075,-0.0012690015091898557,-0.04131009585205946,0.11071237468829029,-0.04234360241595483,-0.20318882037141425,-0.11345701201888721,-0.18155763083133186,0.00966795396452359,0.08586694527686385,0.5134037940502333,-0.08899337186762284,0.08790347572128775,-0.07185998720610917,0.3899973842572024
0.2618169355274936,0.06764898284027127,1.0,0.022182194700364283,0.0033504155947044036,0.0681056376099926,0.2584383248117033,0.09796289021067309,-0.12207853756012281,-0.10694139610237897,-0.016308790577480723,0.05962310986588674,0.48463010705757487,-0.095575572410976,0.22301989490007934,-0.046507628000660016,0.36872242682009365,-0.3214434478131431,-0.002863179078686298,-0.04269590116808138,0.14518430954205674,0.5082993518909703,0.08661226736472923,0.32139086794258903,0.5447631148864073,-0.05087238116170456,0.22293905598930944,0.004635142019799366,0.2942383319950865,-0.07607764317694213,-0.06029872200096885,0.20329821044616253,0.4391118544907998,-0.036748486950301425,-0.1350232830840802,0.45895797337125516,0.05187935983379546,-0.04272461386447264,0.5724853134879588,-0.044126760247367385,0.5427031577989363
0.022219153480669128,-0.09436575041930233,0.022182194700364283,1.0,0.4493883863206092,0.006722787811955886,0.1914097723364275,-0.03890735338446242,0.02466155617257893,0.0330416016867476,0.4249141802850687,-0.05200357926219177,0.0875629764389478,-0.06865529193322735,0.07716539889803244,0.008011067698220074,0.02617559803031045,0.07072153292716171,0.3864668220103254,0.019529189359800907,-0.022478751366130142,-0.008287254018770675,0.04081991457049408,-0.03394128295613911,0.10796361380436159,0.30815821068693305,0.05072535008201198,-0.0037016697619852122,-0.02752340277885428,0.12054044899217063,0.07294457069046731,-0.033624658691186034,0.21265340870998573,0.5013506945271281,0.1348781974969193,-0.005597466212276992,0.023329234976198685,0.4626339469902169,0.04040165773224909,-0.015142652112000535,0.0007529755793368009
0.18555985149535542,-0.18609547563626477,0.0033504155947044036,0.4493883863206092,1.0,0.0019281644872373627,0.372453011329011,0.1464387261792373,0.007436021395732911,0.08609882204197021,0.8705177316992074,-0.09142362754827627,0.28169554919555007,-0.1014033358357413,0.2983726582629527,0.09034954361026395,0.005294914690548395,-0.03603324485612942,0.03267427890224844,0.21335103300878305,-0.011907550655785845,0.08543010559208446,0.5244731340409129,-0.06479226927133241,0.10203768483434243,0.3824546194277073,0.2694211974774721,0.0014782201250303222,-0.04411110696506164,0.2843679639556414,0.09105703997092561,-0.035532729679171766,0.3291363176164578,0.7893575410344245,0.2097063022856743,0.04127292702971584,-0.030193442929951277,0.7457167590848425,0.14708769555222045,-0.04325381606837728,-0.021032855267221498
0.44678895834679244,0.3511827702063027,0.0681056376099926,0.006722787811955886,0.0019281644872373627,1.0,0.07910699205106644,-0.062045382710599194,0.4508326125692987,0.042819586258077164,-0.020331092308748994,-0.1640301165321147,0.2691407242253526,-0.004950827887001341,0.40454245877660944,0.13482362442559248,0.3895745078126942,0.48579189472625056,-0.022657086929290037,-0.04070006274328959,0.4945230908641551,-0.2131472855697881,0.030419977785492866,-0.014373539711374252,-0.01305556574806435,-0.0069589240505379775,0.33578158086454274,0.003791336804445834,-0.028139248182956277,-0.02345492919225078,0.04665778695598139,0.223981591744455,-0.030406952878043073,-0.03773454406409698,0.01749712298381331,0.01480646422849745,0.2997425390567646,-0.07697752484511027,0.12123545735561587,-0.0378468471578174,0.6761939654829769
0.4232227640727215,-0.260476724614293,0.2584383248117033,0.1914097723364275,0.372453011329011,0.07910699205106644,1.0,0.5992443506200731,0.13560146933552877,0.11596835487732247,0.33318324708784075,-0.09696600036017358,0.5181665094350785,-0.31162545723641005,0.5090439353397013,0.28186902556899945,0.06143207906302912,-0.4521300403739216,-0.02856055345174258,0.18211308704595613,-0.05093902398202379,0.4339854031987082,0.26559213133634,0.08905653182903663,0.27997052037216175,0.18308026227180366,0.515108153977893,0.006773291199928354,0.16945096357001085,0.20464103219868818,-0.014668600431119979,-0.12286582233532722,0.8003257607300872,0.33071803813511613,0.11382097826776312,0.22434290892602354,-0.07604491786802857,0.18380448067188854,0.40274033132765047,0.11242644025276083,0.1269770915637788
0.381463939604167,-0.30008167328859536,0.09796289021067309,-0.03890735338446242,0.1464387261792373,-0.062045382710599194,0.5992443506200731,1.0,-0.22515732704246577,-0.14655014743279832,0.10875245500057863,0.02588367619553086,0.35241599665589035,-0.3843640772192995,0.4297898472137429,0.059580864310948806,-0.08981709274884399,-0.6825820103295257,-0.13504058546307154,0.04162216800244955,-0.08615646998144758,0.6231082335679605,0.26276342088909427,0.035730612050969834,0.2515175743647812,0.13839249099393958,0.5688415211196292,0.017590457878543155,0.14467732487071788,0.027981619411140617,-0.13410915906347468,0.049967390140622174,0.409264978133939,0.0954660888909382,-0.23764067470928005,0.14971343670901338,-0.24986071754433425,-0.09193463807962833,0.280505493296005,0.11735782423037215,0.046641075167155814
0.20221436671743218,0.15076608203463962,-0.12207853756012281,0.02466155617257893,0.007436021395732911,0.4508326125692987,0.13560146933552877,-0.22515732704246577,1.0,0.18912032461410713,-0.015422809486160212,0.043502480993700715,0.18106703120335926,0.2628155179986859,0.2542760105267981,0.3236772658890337,-0.22450125265881155,0.17430963134358804,-0.058792968710790344,-0.0766351161343334,0.04950517846277316,-0.12774259572052257,-0.05933903850949968,-0.03410116307286407,-0.14381918446818628,-0.02280579848872716,0.08951603023361876,0.001984301887217914,-0.06771617891117276,0.009610057613612414,0.20768192669073665,-0.011668875062402852,-0.07586226867730585,-0.03105044765762734,0.01246550787464629,-0.017842946199098878,-0.17941610380900153,-0.10920939825752543,0.03198379397106877,-0.021693433461582957,-0.04620300960593299
0.2605331972801376,0.19282580429661295,-0.10694139610237897,0.0330416016867476,0.08609882204197021,0.042819586258077164,0.11596835487732247,-0.14655014743279832,0.18912032461410713,1.0,0.09386917270049285,-0.5022349976340091,0.3260603550401255,0.330235552279349,0.3646792670280205,0.8401372627371576,0.21916610143496998,0.08810955280374817,-0.053721765764139257,0.2361651576990562,-0.07824070782413224,-0.36959116307851686,-0.022656670687675046,-0.09769226860466765,-0.12698653254563602,-0.09781573125949099,0.22944363584674857,-0.008007885075916077,-0.08475827777171997,0.7483794038112148,0.35001298263497277,-0.028309489068010417,0.10468851399110998,0.05849128667643416,0.20063924857649032,-0.033506136169960635,0.3421155055152663,0.026001565975193177,0.1103229310126054,0.217116990398088,-0.12153817534209736
