0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1.0,0.3237818874068263,0.9978552808900137,0.9873571700296684,0.17058119063806623,0.5061235691737916,0.6767635495184449,0.8225285178091765,0.14774122622993643,-0.31163083519459306,0.6790903863996429,-0.09731744093551925,0.674171620654727,0.7358636653016564,-0.22260012715228125,0.2059999832689705,0.1942036187611894,0.37616895786137317,-0.1043208662427422,-0.04264110865004079,0.969538969941872,0.2970076430808163,0.9651365085458172,0.9410824558926701,0.1196161403704996,0.41346281866839285,0.5269114621518866,0.7442141931490805,0.16395333207297214,0.007065876042426714
0.3237818874068263,1.0,0.3295330490582583,0.32108569029600526,-0.023388507314831053,0.23670222781633168,0.3024178189457262,0.29346404895262557,0.07140098626502422,-0.07643716935712482,0.2758686681835535,0.386357620400853,0.2816731075525549,0.2598449820912192,0.006613777154457731,0.19197460966150287,0.14329305837090847,0.1638510143753204,0.009127164004164207,0.05445742374349707,0.35257293901338804,0.9120445933962702,0.35803957031276873,0.3435459428144454,0.07750336888908999,0.277829596179773,0.30102522581495905,0.295315842361626,0.10500791691852716,0.11920536299178874
0.9978552808900137,0.3295330490582583,1.0,0.986506803595416,0.20727817960855896,0.5569362132969505,0.7161356512611425,0.8509770419037211,0.18302720317704838,-0.26147690298499954,0.6917650064437489,-0.08676108812488303,0.6931348902841702,0.7449826906344422,-0.2026940300297866,0.2507436848361848,0.22808233561581673,0.407216914588113,-0.08162932940947017,-0.005523225760138745,0.9694763624173307,0.30303836503366816,0.9703868852767777,0.9415498059048176,0.1505494181557852,0.455774233949034,0.563879266519416,0.7712407924929325,0.18911503395363372,0.05101853239098838
0.9873571700296684,0.32108569029600526,0.986506803595416,1.0,0.1770283912664682,0.49850168284979873,0.6859828316943974,0.8232688691262656,0.15129307534144976,-0.28310980902637395,0.7325622238835766,-0.06628021771272127,0.7266283319411425,0.8000859229600935,-0.16677666801037325,0.21258255394942047,0.20766005554182598,0.37232028524778793,-0.07249658227149641,-0.01988680871732908,0.96274608802277,0.2874886238076092,0.9591195723105724,0.9592133255705549,0.12352295096826084,0.3904103111322876,0.5126059231780824,0.7220166270456426,0.14356991498300503,0.00373759922398227
0.17058119063806623,-0.023388507314831053,0.20727817960855896,0.1770283912664682,1.0,0.6591232190184624,0.5219837688437006,0.5536951791241098,0.5577747943462819,0.5847919874183379,0.3014671126865311,0.06840644996610269,0.2960919443560238,0.2465524480415911,0.3323754377635122,0.318943294529368,0.24839565922867962,0.38067568315708294,0.20077437875123672,0.28360709173377513,0.21312015471589357,0.0360718011386693,0.2388526453476601,0.20671837834604423,0.8053242033373732,0.47246844947887234,0.43492571808380903,0.5030533564195019,0.39430948182640674,0.49931636886570024
0.5061235691737916,0.23670222781633168,0.5569362132969505,0.49850168284979873,0.6591232190184624,1.0,0.8831206658791312,0.831135041937607,0.6026410431856903,0.5653686626944668,0.4974734491435073,0.04620483153029001,0.5489052673515258,0.455652852936656,0.1352992734996644,0.7387217914199137,0.5705168573696344,0.6422618455927108,0.2299765973802804,0.5073183489220169,0.535315395526783,0.24813283234710795,0.5902104328363955,0.5096038052451126,0.5655411768270708,0.865809038639589,0.8162752465080882,0.815573220754888,0.5102234228347503,0.6873823213352117
0.6767635495184449,0.3024178189457262,0.7161356512611425,0.6859828316943974,0.5219837688437006,0.8831206658791312,1.0,0.9213910262838593,0.5006666121440905,0.3367833603325081,0.6319248298714969,0.0762183443955908,0.6603907979385539,0.6174268139223101,0.09856374472749933,0.6702788248024777,0.6912702030579831,0.6832599153931925,0.17800921440548637,0.44930087910979694,0.6882364120596778,0.29987888023039805,0.7295649239025086,0.6759872349758396,0.4488220437576103,0.7549680124367879,0.8841026342790396,0.8613230294407616,0.4094641237019573,0.5149298863200171
0.8225285178091765,0.29346404895262557,0.8509770419037211,0.8232688691262656,0.5536951791241098,0.831135041937607,0.9213910262838593,1.0,0.4624973815486802,0.1669173836481628,0.6980498365543084,0.021479578515028026,0.7106498781988283,0.6902985427844948,0.027653309509427335,0.49042425037197934,0.43916705815770635,0.6156341336363366,0.09535079194887598,0.2575839802295746,0.8303176323379531,0.2927517092744795,0.8559231312452044,0.8096296214452563,0.4527530642022238,0.6674536765157972,0.7523994970617064,0.9101553147087569,0.3757441413787084,0.36866113195399336
0.14774122622993643,0.07140098626502422,0.18302720317704838,0.15129307534144976,0.5577747943462819,0.6026410431856903,0.5006666121440905,0.4624973815486802,1.0,0.4799213185522123,0.30337926817880434,0.12805292812355232,0.31389276472521116,0.22397022181187223,0.18732116531041162,0.42165913900059276,0.34262701066358103,0.39329785708389847,0.4491365453848363,0.3317863452310943,0.18572774254605628,0.09065067732857214,0.21916855345069403,0.17719337215123526,0.42667502204044655,0.47320000679707036,0.43372099576812456,0.43029660099700384,0.6998257824856406,0.4384134883282469
-0.31163083519459306,-0.07643716935712482,-0.26147690298499954,-0.28310980902637395,0.5847919874183379,0.5653686626944668,0.3367833603325081,0.1669173836481628,0.4799213185522123,1.0,0.00011100603414331986,0.16417398022833082,0.03982993980920754,-0.09017024422608791,0.4019644102075664,0.5598366896175343,0.4466303187819819,0.3411980495240761,0.34500738417638693,0.6881316581481048,-0.25369149221334714,-0.05126919664226689,-0.20515120016938546,-0.23185444895605195,0.5049420558758261,0.45879814989218265,0.34623387357107055,0.17532544636439457,0.3340186557830255,0.7672967754203861
